Sample	Dataset	Tool	Percent_identity	Correlation
11212.AtbelzLink4	primate	MicFunPred	98	0.7062329340888825
11212.JB3	primate	MicFunPred	98	0.7685604514709183
11212.Lc259	primate	MicFunPred	98	0.6555662315523023
11212.BWC2115	primate	MicFunPred	98	0.7499249030032549
11212.JB28	primate	MicFunPred	98	0.8072326570823629
11212.Gor2	primate	MicFunPred	98	0.7102672844471496
11212.RT2048	primate	MicFunPred	98	0.8078694072481803
11212.LagEllis4	primate	MicFunPred	98	0.7291848727342546
11212.JB13	primate	MicFunPred	98	0.802579061985042
11212.BWC2061	primate	MicFunPred	98	0.7098823330944694
11212.APAL37	primate	MicFunPred	98	0.7560641487349246
11212.APAL39	primate	MicFunPred	98	0.6981118904799711
11212.LagAb2	primate	MicFunPred	98	0.7323853429557927
11212.AC622	primate	MicFunPred	98	0.7738666491856288
11212.JB29	primate	MicFunPred	98	0.7418305262069221
11212.Gor3	primate	MicFunPred	98	0.7364542260529542
11212.AsenLink1	primate	MicFunPred	98	0.5095132329235025
11212.AtbelzLink5	primate	MicFunPred	98	0.7175098499455697
11212.Gor11	primate	MicFunPred	98	0.7096952513686807
11212.LabEllis3	primate	MicFunPred	98	0.7524252623868
11212.JB27	primate	MicFunPred	98	0.7887320983410547
11212.PVPet	primate	MicFunPred	98	0.5828974323946062
11212.Ahyb411	primate	MicFunPred	98	0.6404960885526026
11212.AtbelzLink2	primate	MicFunPred	98	0.6452112135853509
11212.BWC2026	primate	MicFunPred	98	0.7398809304327851
11212.Lc301	primate	MicFunPred	98	0.546514565500925
11212.ERUB.105M	primate	MicFunPred	98	0.6778270843680578
11212.RT2017	primate	MicFunPred	98	0.8155468241581059
11212.APAL38	primate	MicFunPred	98	0.6962101814861421
11212.APAL36	primate	MicFunPred	98	0.7472161997234635
11212.RT2019	primate	MicFunPred	98	0.7910358106075366
11212.ERUB.20M	primate	MicFunPred	98	0.7163067899827539
11212.JB12	primate	MicFunPred	98	0.7862963554478686
11212.Ahyb257	primate	MicFunPred	98	0.7419659703632089
11212.JB15	primate	MicFunPred	98	0.8021828052271067
11212.RT2013	primate	PICRUSt2	98	0.7637600099280061
11212.ERUB.12M	primate	PICRUSt2	98	0.5470754745744012
11212.PVLou	primate	PICRUSt2	98	0.6669301622522165
11212.JB18	primate	PICRUSt2	98	0.7488477431845962
11212.AC668	primate	PICRUSt2	98	0.6672761894574972
11212.APF38	primate	PICRUSt2	98	0.6596468196065819
11212.PVPam	primate	PICRUSt2	98	0.5194686546477654
11212.BWC2063	primate	PICRUSt2	98	0.6163615902645361
11212.Apalw13	primate	PICRUSt2	98	0.6355493857051249
11212.LagEllis1	primate	PICRUSt2	98	0.6447195163530688
11212.Apalw14	primate	PICRUSt2	98	0.6644274991907669
11212.RC2036	primate	PICRUSt2	98	0.748014512072445
11212.JB32	primate	PICRUSt2	98	0.7253337590919277
11212.RT2021	primate	PICRUSt2	98	0.729666349304624
11212.AsenLink2	primate	PICRUSt2	98	0.6504851413353605
11212.PVQui	primate	PICRUSt2	98	0.5664999390608256
11212.Ptr11	primate	PICRUSt2	98	0.7160639056969291
11212.JB1	primate	PICRUSt2	98	0.5910594783526074
11212.Gor12	primate	PICRUSt2	98	0.6409744465581292
11212.RC2068	primate	PICRUSt2	98	0.7697736231177029
11212.APF103	primate	PICRUSt2	98	0.6012085620716523
11212.APF104	primate	PICRUSt2	98	0.6063084729977597
11212.JB24	primate	PICRUSt2	98	0.681606184078192
11212.Ahyb1000	primate	PICRUSt2	98	0.599490386698959
11212.AtbelzLink1	primate	PICRUSt2	98	0.6875436666135202
11212.PVAbb	primate	PICRUSt2	98	0.5502163308108023
11212.JB17	primate	PICRUSt2	98	0.7331215135779723
11212.Asen1111	primate	PICRUSt2	98	0.7067488919280068
11212.PTr14	primate	PICRUSt2	98	0.7021888965325814
11212.JB34	primate	PICRUSt2	98	0.7765193295420674
11212.RC2071	primate	PICRUSt2	98	0.7438066323681327
11212.BWC2023	primate	PICRUSt2	98	0.7668004523888897
11212.RC2098	primate	PICRUSt2	98	0.7139834006593849
11212.JB25	primate	PICRUSt2	98	0.7523591302631211
11212.Asen685	primate	PICRUSt2	98	0.7014374692231269
11212.Ptr10	primate	PICRUSt2	98	0.7961182714083472
11212.AsenLink3	primate	PICRUSt2	98	0.4179532449723076
11212.Gor1	primate	PICRUSt2	98	0.5352353350834811
11212.RC2096	primate	PICRUSt2	98	0.7047411994448842
11212.AsenLink4	primate	PICRUSt2	98	0.7450982629824551
11212.AtbelzLink3	primate	PICRUSt2	98	0.6786201502496293
11212.Ptr13	primate	PICRUSt2	98	0.7196712817754395
11212.AtbelzLink4	primate	PICRUSt2	98	0.7021002554571949
11212.JB3	primate	PICRUSt2	98	0.6973699501332126
11212.Lc259	primate	PICRUSt2	98	0.6182603103374985
11212.BWC2115	primate	PICRUSt2	98	0.7103991537632356
11212.JB28	primate	PICRUSt2	98	0.7011254762549172
11212.Gor2	primate	PICRUSt2	98	0.6690919992293464
11212.RT2048	primate	PICRUSt2	98	0.7348412441868363
11212.LagEllis4	primate	PICRUSt2	98	0.7412787681195206
11212.JB13	primate	PICRUSt2	98	0.7500533887820203
11212.BWC2061	primate	PICRUSt2	98	0.6233286088747317
11212.APAL37	primate	PICRUSt2	98	0.7077584908333735
11212.APAL39	primate	PICRUSt2	98	0.6952814308523104
11212.LagAb2	primate	PICRUSt2	98	0.6564734252376623
11212.AC622	primate	PICRUSt2	98	0.6974396770611307
11212.JB29	primate	PICRUSt2	98	0.6955884123773897
11212.Gor3	primate	PICRUSt2	98	0.6674125684568372
11212.AsenLink1	primate	PICRUSt2	98	0.4591992891441075
11212.AtbelzLink5	primate	PICRUSt2	98	0.7179618089945279
11212.Gor11	primate	PICRUSt2	98	0.6569346942983613
11212.LabEllis3	primate	PICRUSt2	98	0.7654074542484508
11212.JB27	primate	PICRUSt2	98	0.7411929552200491
11212.PVPet	primate	PICRUSt2	98	0.41582116450709916
11212.Ahyb411	primate	PICRUSt2	98	0.5256580173319163
11212.AtbelzLink2	primate	PICRUSt2	98	0.48826502379242237
11212.BWC2026	primate	PICRUSt2	98	0.7176818054030537
11212.Lc301	primate	PICRUSt2	98	0.4759632444121232
11212.ERUB.105M	primate	PICRUSt2	98	0.6123080991998033
11212.RT2017	primate	PICRUSt2	98	0.7862895551431904
11212.APAL38	primate	PICRUSt2	98	0.6967457906415468
11212.APAL36	primate	PICRUSt2	98	0.7403089787339878
11212.RT2019	primate	PICRUSt2	98	0.7821379352928332
11212.ERUB.20M	primate	PICRUSt2	98	0.5919948737414691
11212.JB12	primate	PICRUSt2	98	0.7154521997470664
11212.Ahyb257	primate	PICRUSt2	98	0.6409217039137248
11212.JB15	primate	PICRUSt2	98	0.724085106702328
11212.RT2013	primate	Piphillin	98	0.7561680129677598
11212.ERUB.12M	primate	Piphillin	98	0.46303529141125793
11212.PVLou	primate	Piphillin	98	0.6633978722781807
11212.JB18	primate	Piphillin	98	0.745520425507914
11212.AC668	primate	Piphillin	98	0.6761670888142973
11212.APF38	primate	Piphillin	98	0.6727392838209727
11212.PVPam	primate	Piphillin	98	0.5129492131141832
11212.BWC2063	primate	Piphillin	98	0.7554412359343853
11212.Apalw13	primate	Piphillin	98	0.606305131450217
11212.LagEllis1	primate	Piphillin	98	0.6581453709909653
11212.Apalw14	primate	Piphillin	98	0.6126388513229641
11212.RC2036	primate	Piphillin	98	0.7012158556999285
11212.JB32	primate	Piphillin	98	0.6841591142602546
11212.RT2021	primate	Piphillin	98	0.677428182565266
11212.AsenLink2	primate	Piphillin	98	0.6829921957713739
11212.PVQui	primate	Piphillin	98	0.5475605630431589
11212.Ptr11	primate	Piphillin	98	0.6748886470215203
11212.JB1	primate	Piphillin	98	0.5872736205295861
11212.Gor12	primate	Piphillin	98	0.5637191621217662
11212.RC2068	primate	Piphillin	98	0.7441597660321927
11212.APF103	primate	Piphillin	98	0.6163074921801119
11212.APF104	primate	Piphillin	98	0.6170007819339317
11212.JB24	primate	Piphillin	98	0.6765709180232098
11212.Ahyb1000	primate	Piphillin	98	0.5761439885640015
11212.AtbelzLink1	primate	Piphillin	98	0.6676968697518038
11212.PVAbb	primate	Piphillin	98	0.5130882001221333
11212.JB17	primate	Piphillin	98	0.7324441048358273
11212.Asen1111	primate	Piphillin	98	0.6849295413098611
11212.PTr14	primate	Piphillin	98	0.6953839763985402
11212.JB34	primate	Piphillin	98	0.7458790707393624
11212.RC2071	primate	Piphillin	98	0.6225003783618641
11212.BWC2023	primate	Piphillin	98	0.7166428214154956
11212.RC2098	primate	Piphillin	98	0.6048755845307483
11212.JB25	primate	Piphillin	98	0.7383725230444416
11212.Asen685	primate	Piphillin	98	0.6656965553486036
11212.Ptr10	primate	Piphillin	98	0.8209818380332201
11212.AsenLink3	primate	Piphillin	98	0.4405453080731786
11212.Gor1	primate	Piphillin	98	0.551633081013843
11212.RC2096	primate	Piphillin	98	0.6300027618277185
11212.AsenLink4	primate	Piphillin	98	0.7746400619953194
11212.AtbelzLink3	primate	Piphillin	98	0.6517212027054299
11212.Ptr13	primate	Piphillin	98	0.6754408239200572
11212.AtbelzLink4	primate	Piphillin	98	0.7245907096206359
11212.JB3	primate	Piphillin	98	0.654846120124432
11212.Lc259	primate	Piphillin	98	0.4665354009902233
11212.BWC2115	primate	Piphillin	98	0.7110041814081022
11212.JB28	primate	Piphillin	98	0.6914491615064939
11212.Gor2	primate	Piphillin	98	0.6469389308124168
11212.RT2048	primate	Piphillin	98	0.6978451388261282
11212.LagEllis4	primate	Piphillin	98	0.7591969474382149
11212.JB13	primate	Piphillin	98	0.7278766882770668
11212.BWC2061	primate	Piphillin	98	0.5667207187896418
11212.APAL37	primate	Piphillin	98	0.7092850083051063
11212.APAL39	primate	Piphillin	98	0.6382326437696036
11212.LagAb2	primate	Piphillin	98	0.6702980865470134
11212.AC622	primate	Piphillin	98	0.6910504728838653
11212.JB29	primate	Piphillin	98	0.7300216592569694
11212.Gor3	primate	Piphillin	98	0.6548857661999715
11212.AsenLink1	primate	Piphillin	98	0.46980688508947677
11212.AtbelzLink5	primate	Piphillin	98	0.7235681139983952
11212.Gor11	primate	Piphillin	98	0.6490371829251222
11212.LabEllis3	primate	Piphillin	98	0.7761180181950029
11212.JB27	primate	Piphillin	98	0.7274974546854083
11212.PVPet	primate	Piphillin	98	0.4085605213213623
11212.Ahyb411	primate	Piphillin	98	0.5895634193616233
11212.AtbelzLink2	primate	Piphillin	98	0.5005104081398468
11212.BWC2026	primate	Piphillin	98	0.7103499045701526
11212.Lc301	primate	Piphillin	98	0.3688452130578721
11212.ERUB.105M	primate	Piphillin	98	0.5280877558663489
11212.RT2017	primate	Piphillin	98	0.7829934905259883
11212.APAL38	primate	Piphillin	98	0.6146059036222213
11212.APAL36	primate	Piphillin	98	0.6856124019997653
11212.RT2019	primate	Piphillin	98	0.750021957631307
11212.ERUB.20M	primate	Piphillin	98	0.5088611171643284
11212.JB12	primate	Piphillin	98	0.7051269264019817
11212.Ahyb257	primate	Piphillin	98	0.6166182908724833
11212.JB15	primate	Piphillin	98	0.7026824588747124
11212.RT2013	primate	Tax4Fun2	98	0.7316507335100879
11212.ERUB.12M	primate	Tax4Fun2	98	0.5273184461210556
11212.PVLou	primate	Tax4Fun2	98	0.6264314779356523
11212.JB18	primate	Tax4Fun2	98	0.6268454673913771
11212.AC668	primate	Tax4Fun2	98	0.6594371457214235
11212.APF38	primate	Tax4Fun2	98	0.7032256966513905
11212.PVPam	primate	Tax4Fun2	98	0.5225327448526782
11212.BWC2063	primate	Tax4Fun2	98	0.7350502150913493
11212.Apalw13	primate	Tax4Fun2	98	0.5633513981164647
11212.LagEllis1	primate	Tax4Fun2	98	0.5924728182608524
11212.Apalw14	primate	Tax4Fun2	98	0.5166213559029293
11212.RC2036	primate	Tax4Fun2	98	0.6670627070135715
11212.JB32	primate	Tax4Fun2	98	0.6838903245132893
11212.RT2021	primate	Tax4Fun2	98	0.6284152325819062
11212.AsenLink2	primate	Tax4Fun2	98	0.5910466493124582
11212.PVQui	primate	Tax4Fun2	98	0.6103918043562309
11212.Ptr11	primate	Tax4Fun2	98	0.5758733740670479
11212.JB1	primate	Tax4Fun2	98	0.49790529111626947
11212.Gor12	primate	Tax4Fun2	98	0.5129778164352216
11212.RC2068	primate	Tax4Fun2	98	0.7054484435387482
11212.APF103	primate	Tax4Fun2	98	0.6429458787473721
11212.APF104	primate	Tax4Fun2	98	0.6332735258156585
11212.JB24	primate	Tax4Fun2	98	0.5243257001319778
11212.Ahyb1000	primate	Tax4Fun2	98	0.6154093027426841
11212.AtbelzLink1	primate	Tax4Fun2	98	0.6296536432547237
11212.PVAbb	primate	Tax4Fun2	98	0.5349361850487497
11212.JB17	primate	Tax4Fun2	98	0.6030180998491391
11212.Asen1111	primate	Tax4Fun2	98	0.6128802884575755
11212.PTr14	primate	Tax4Fun2	98	0.6408020720024188
11212.JB34	primate	Tax4Fun2	98	0.6631644183663092
11212.RC2071	primate	Tax4Fun2	98	0.6398498701855876
11212.BWC2023	primate	Tax4Fun2	98	0.6634819192592769
11212.RC2098	primate	Tax4Fun2	98	0.6123193493774989
11212.JB25	primate	Tax4Fun2	98	0.6270593557579479
11212.Asen685	primate	Tax4Fun2	98	0.6157107819135426
11212.Ptr10	primate	Tax4Fun2	98	0.6943084219413571
11212.AsenLink3	primate	Tax4Fun2	98	0.39011220941418157
11212.Gor1	primate	Tax4Fun2	98	0.4938084638757509
11212.RC2096	primate	Tax4Fun2	98	0.68494280290834
11212.AsenLink4	primate	Tax4Fun2	98	0.6982730587570977
11212.AtbelzLink3	primate	Tax4Fun2	98	0.5562214701770184
11212.Ptr13	primate	Tax4Fun2	98	0.6233558502720279
11212.AtbelzLink4	primate	Tax4Fun2	98	0.5929722132356507
11212.JB3	primate	Tax4Fun2	98	0.6516676209673045
11212.Lc259	primate	Tax4Fun2	98	0.6012272038356733
11212.BWC2115	primate	Tax4Fun2	98	0.6663588626571182
11212.JB28	primate	Tax4Fun2	98	0.641741562179243
11212.Gor2	primate	Tax4Fun2	98	0.5253241400660202
11212.RT2048	primate	Tax4Fun2	98	0.6757878028250264
11212.LagEllis4	primate	Tax4Fun2	98	0.6037623405425796
11212.JB13	primate	Tax4Fun2	98	0.6201684304632255
11212.BWC2061	primate	Tax4Fun2	98	0.49635315125292945
11212.APAL37	primate	Tax4Fun2	98	0.6415234031538678
11212.APAL39	primate	Tax4Fun2	98	0.6691853215531721
11212.LagAb2	primate	Tax4Fun2	98	0.573589383423426
11212.AC622	primate	Tax4Fun2	98	0.6356190995921415
11212.JB29	primate	Tax4Fun2	98	0.7041185423238011
11212.Gor3	primate	Tax4Fun2	98	0.577774485298713
11212.AsenLink1	primate	Tax4Fun2	98	0.390813771692381
11212.AtbelzLink5	primate	Tax4Fun2	98	0.6023483310278421
11212.Gor11	primate	Tax4Fun2	98	0.571380900068611
11212.LabEllis3	primate	Tax4Fun2	98	0.5901870848179014
11212.JB27	primate	Tax4Fun2	98	0.7179079379864775
11212.PVPet	primate	Tax4Fun2	98	0.5607945163599568
11212.Ahyb411	primate	Tax4Fun2	98	0.42699366301737096
11212.AtbelzLink2	primate	Tax4Fun2	98	0.45193927615448404
11212.BWC2026	primate	Tax4Fun2	98	0.6311748723270054
11212.Lc301	primate	Tax4Fun2	98	0.34477410898653604
11212.ERUB.105M	primate	Tax4Fun2	98	0.5994684766209768
11212.RT2017	primate	Tax4Fun2	98	0.6730043273697882
11212.APAL38	primate	Tax4Fun2	98	0.6831698371361387
11212.APAL36	primate	Tax4Fun2	98	0.6950368199834441
11212.RT2019	primate	Tax4Fun2	98	0.7102247505251025
11212.ERUB.20M	primate	Tax4Fun2	98	0.5977850327739499
11212.JB12	primate	Tax4Fun2	98	0.6265284656148723
11212.Ahyb257	primate	Tax4Fun2	98	0.6031661980339785
11212.JB15	primate	Tax4Fun2	98	0.65011238948609
HBC	indian	Tax4Fun2	99	0.5543271911943145
HCY	indian	Tax4Fun2	99	0.491543618328971
HY	indian	Tax4Fun2	99	0.6661632685030631
HCN	indian	Tax4Fun2	99	0.659579693936159
C2_M	indian	Tax4Fun2	99	0.592757063368194
HAK	indian	Tax4Fun2	99	0.6281410751331111
HCB	indian	Tax4Fun2	99	0.5838547475023302
HCT	indian	Tax4Fun2	99	0.6988528901133988
HBD	indian	Tax4Fun2	99	0.7103943742847456
HAD	indian	Tax4Fun2	99	0.6352993158746262
C10_M	indian	Tax4Fun2	99	0.6391763209234388
HBI	indian	Tax4Fun2	99	0.6707447317638163
C23_M	indian	Tax4Fun2	99	0.5998520117592182
C13_M	indian	Tax4Fun2	99	0.6964606319391051
C3_M	indian	Tax4Fun2	99	0.6222766468000048
HCH	indian	Tax4Fun2	99	0.6737236451964649
C24_M	indian	Tax4Fun2	99	0.6111398980291426
HT	indian	Tax4Fun2	99	0.6339766855355802
HDE	indian	Tax4Fun2	99	0.6369298420855616
HCW	indian	Tax4Fun2	99	0.5793709640954446
HK	indian	Tax4Fun2	99	0.6529370072025062
C22_M	indian	Tax4Fun2	99	0.6663949356905057
HCA	indian	Tax4Fun2	99	0.7144750213345837
HF	indian	Tax4Fun2	99	0.5848460725620324
HDB	indian	Tax4Fun2	99	0.6580363990630078
C6_M	indian	Tax4Fun2	99	0.6012383911024847
HCR	indian	Tax4Fun2	99	0.5209843208173108
HAF	indian	Tax4Fun2	99	0.6464620220766925
HBH	indian	Tax4Fun2	99	0.6641421259637953
HBZ	indian	Tax4Fun2	99	0.582159256943681
HBJ	indian	Tax4Fun2	99	0.7273496045272009
HAV	indian	Tax4Fun2	99	0.6810168770520773
HBY	indian	Tax4Fun2	99	0.4185760318790224
HM	indian	Tax4Fun2	99	0.6678186321643088
HBR	indian	Tax4Fun2	99	0.6547152263410732
HO	indian	Tax4Fun2	99	0.599319201745844
C19_M	indian	Tax4Fun2	99	0.6661490689219135
HJ	indian	Tax4Fun2	99	0.6235521087756347
HCJ	indian	Tax4Fun2	99	0.5203867059777407
HAZ	indian	Tax4Fun2	99	0.7177689241171041
HBL	indian	Tax4Fun2	99	0.6610499363489214
HZ	indian	Tax4Fun2	99	0.604866338406626
HQ	indian	Tax4Fun2	99	0.5825083454410408
HCQ	indian	Tax4Fun2	99	0.6688868625542257
HDC	indian	Tax4Fun2	99	0.6122584074923748
C9_M	indian	Tax4Fun2	99	0.6905417877472011
C16_M	indian	Tax4Fun2	99	0.6626832368118524
HP	indian	Tax4Fun2	99	0.6010284311649683
HR	indian	Tax4Fun2	99	0.5682918775429104
HCP	indian	Tax4Fun2	99	0.6041735660069465
HL	indian	Tax4Fun2	99	0.5954735452161656
HBG	indian	Tax4Fun2	99	0.6103434065521091
HE	indian	Tax4Fun2	99	0.6151180218230193
HAO	indian	Tax4Fun2	99	0.6450772388232977
HAN	indian	Tax4Fun2	99	0.7023053724293624
C7_M	indian	Tax4Fun2	99	0.6274489984854204
HAE	indian	Tax4Fun2	99	0.6813084234311259
HN	indian	Tax4Fun2	99	0.6385945526080703
HU	indian	Tax4Fun2	99	0.5694247615198957
HA	indian	Tax4Fun2	99	0.5633904243656372
HAR	indian	Tax4Fun2	99	0.5442954396847272
HAC	indian	Tax4Fun2	99	0.6304577571100508
HCK	indian	Tax4Fun2	99	0.647441834087399
HAX	indian	Tax4Fun2	99	0.616897356233368
C4_M	indian	Tax4Fun2	99	0.5625417957607459
C15_M	indian	Tax4Fun2	99	0.6185445229245862
HCZ	indian	Tax4Fun2	99	0.6422608481890012
HBB	indian	Tax4Fun2	99	0.5877378810308068
HAL	indian	Tax4Fun2	99	0.6174878834381059
HCO	indian	Tax4Fun2	99	0.6546638523038142
HAG	indian	Tax4Fun2	99	0.5160548957535099
HI	indian	Tax4Fun2	99	0.64228965240047
HDD	indian	Tax4Fun2	99	0.6426438922952418
HDA	indian	Tax4Fun2	99	0.5855006860387457
HBE	indian	Tax4Fun2	99	0.6959926748153376
HBA	indian	Tax4Fun2	99	0.600221592915745
HBM	indian	Tax4Fun2	99	0.6744244496230641
C14_M	indian	Tax4Fun2	99	0.5753842408817255
HBF	indian	Tax4Fun2	99	0.5928943718214997
HW	indian	Tax4Fun2	99	0.6946822623738109
HCM	indian	Tax4Fun2	99	0.6077996861938645
HBK	indian	Tax4Fun2	99	0.6510827913719142
HC	indian	Tax4Fun2	99	0.6506007532505398
HD	indian	Tax4Fun2	99	0.584345314368709
HG	indian	Tax4Fun2	99	0.6598327203413625
HAA	indian	Tax4Fun2	99	0.6682555053877548
C5_M	indian	Tax4Fun2	99	0.7009735809136028
HAB	indian	Tax4Fun2	99	0.5675403819223479
HAI	indian	Tax4Fun2	99	0.6788572494443413
HBW	indian	Tax4Fun2	99	0.62401375081049
HAM	indian	Tax4Fun2	99	0.6425684634768947
HCF	indian	Tax4Fun2	99	0.6564107387839982
HAJ	indian	Tax4Fun2	99	0.6806233220775421
C25_M	indian	Tax4Fun2	99	0.5844374055078392
HBV	indian	Tax4Fun2	99	0.6651123916558462
HAT	indian	Tax4Fun2	99	0.6277091806595402
HCV	indian	Tax4Fun2	99	0.454069668615071
HCI	indian	Tax4Fun2	99	0.6467823940028197
HAU	indian	Tax4Fun2	99	0.6859863657601006
HCL	indian	Tax4Fun2	99	0.6577832138169181
HS	indian	Tax4Fun2	99	0.5580660939750546
HB	indian	Tax4Fun2	99	0.6594157820744724
HCD	indian	Tax4Fun2	99	0.6852083731492475
HCU	indian	Tax4Fun2	99	0.6809434447428545
HAH	indian	Tax4Fun2	99	0.674889985044035
HAP	indian	Tax4Fun2	99	0.638560380939129
HV	indian	Tax4Fun2	99	0.6714281258075089
HDF	indian	Tax4Fun2	99	0.6361158465418927
Bact191	blueberry	MicFunPred	99	0.7756743806163827
Bact192	blueberry	MicFunPred	99	0.7713814431125086
Bact195	blueberry	MicFunPred	99	0.7803985642038684
Bact207	blueberry	MicFunPred	99	0.8009510662692252
Bact3-3-2	blueberry	MicFunPred	99	0.7838249483060722
Bact204	blueberry	MicFunPred	99	0.7938268150303607
Bact3-4-2R	blueberry	MicFunPred	99	0.7930822214846721
Bact3-4-2	blueberry	MicFunPred	99	0.7717061662351758
Bact200	blueberry	MicFunPred	99	0.7558206564138341
Bact202	blueberry	MicFunPred	99	0.8126698573135777
Bact3-1-2R	blueberry	MicFunPred	99	0.7919551721819235
Bact3-1-2	blueberry	MicFunPred	99	0.7547446323339946
Bact190	blueberry	MicFunPred	99	0.789838034439188
Bact198	blueberry	MicFunPred	99	0.7663342180901025
Bact3-5-2R	blueberry	MicFunPred	99	0.7814276777783548
Bact208	blueberry	MicFunPred	99	0.7905299027477352
Bact3-3-2R	blueberry	MicFunPred	99	0.7935940305020469
Bact197	blueberry	MicFunPred	99	0.8020919330209012
Bact3-5-2	blueberry	MicFunPred	99	0.772306780555417
Bact203	blueberry	MicFunPred	99	0.798119761865068
Bact209	blueberry	MicFunPred	99	0.8161420757965419
Bact193	blueberry	MicFunPred	99	0.7910408816790306
Bact191	blueberry	PICRUSt2	99	0.7388630925570986
Bact192	blueberry	PICRUSt2	99	0.7633480756688652
Bact195	blueberry	PICRUSt2	99	0.7483809168095275
Bact207	blueberry	PICRUSt2	99	0.8167954168203605
Bact3-3-2	blueberry	PICRUSt2	99	0.7846028986708328
Bact204	blueberry	PICRUSt2	99	0.7101365095214832
Bact3-4-2R	blueberry	PICRUSt2	99	0.7809880854612388
Bact3-4-2	blueberry	PICRUSt2	99	0.7863551678540934
Bact200	blueberry	PICRUSt2	99	0.7662540183718903
Bact202	blueberry	PICRUSt2	99	0.764878129187829
Bact3-1-2R	blueberry	PICRUSt2	99	0.7817756435926001
Bact3-1-2	blueberry	PICRUSt2	99	0.7723939023916533
Bact190	blueberry	PICRUSt2	99	0.7402412701688258
Bact198	blueberry	PICRUSt2	99	0.6980689527766293
Bact3-5-2R	blueberry	PICRUSt2	99	0.8043691233468127
Bact208	blueberry	PICRUSt2	99	0.7661303326133189
Bact3-3-2R	blueberry	PICRUSt2	99	0.8139341186359745
Bact197	blueberry	PICRUSt2	99	0.7807428590974326
Bact3-5-2	blueberry	PICRUSt2	99	0.7889390642967783
Bact203	blueberry	PICRUSt2	99	0.7945268331651355
Bact209	blueberry	PICRUSt2	99	0.7704271387442112
Bact193	blueberry	PICRUSt2	99	0.7487222846110972
Bact191	blueberry	Piphillin	99	0.6740391116557691
Bact192	blueberry	Piphillin	99	0.6884703749754273
Bact195	blueberry	Piphillin	99	0.7415597290440153
Bact207	blueberry	Piphillin	99	0.7486517527229043
Bact204	blueberry	Piphillin	99	0.7582805300054668
Bact200	blueberry	Piphillin	99	0.6850154625448751
Bact202	blueberry	Piphillin	99	0.7205675053861339
Bact190	blueberry	Piphillin	99	0.7347048549474257
Bact198	blueberry	Piphillin	99	0.6915866448327413
Bact208	blueberry	Piphillin	99	0.712747112184841
Bact197	blueberry	Piphillin	99	0.7523999295670877
Bact203	blueberry	Piphillin	99	0.7067420922307187
Bact209	blueberry	Piphillin	99	0.7377667665046774
Bact193	blueberry	Piphillin	99	0.7149299073517387
Bact191	blueberry	Tax4Fun2	99	0.683047373873093
Bact192	blueberry	Tax4Fun2	99	0.6918815626842585
Bact195	blueberry	Tax4Fun2	99	0.681215522365376
Bact207	blueberry	Tax4Fun2	99	0.6854566843854331
Bact204	blueberry	Tax4Fun2	99	0.7014067513632168
Bact200	blueberry	Tax4Fun2	99	0.6944783823119642
Bact202	blueberry	Tax4Fun2	99	0.6937841076270304
Bact190	blueberry	Tax4Fun2	99	0.7011576116708192
Bact198	blueberry	Tax4Fun2	99	0.6494436901532301
Bact208	blueberry	Tax4Fun2	99	0.6761524641427072
Bact197	blueberry	Tax4Fun2	99	0.7034985420375882
Bact203	blueberry	Tax4Fun2	99	0.7063451716264438
Bact209	blueberry	Tax4Fun2	99	0.7024064752006131
Bact193	blueberry	Tax4Fun2	99	0.7062039669832368
YAE05	cameroon	MicFunPred	99	0.8522611398846056
BAB01	cameroon	MicFunPred	99	0.7647356452966558
MVC13	cameroon	MicFunPred	99	0.834418331102808
MVC06	cameroon	MicFunPred	99	0.8317996931479951
MVC23	cameroon	MicFunPred	99	0.8394028552033747
MVC18	cameroon	MicFunPred	99	0.8292165703268269
MVC21	cameroon	MicFunPred	99	0.8053197629625186
YAE25	cameroon	MicFunPred	99	0.8228190732139036
BAB15	cameroon	MicFunPred	99	0.7970488197186735
YAE01	cameroon	MicFunPred	99	0.7224835890300684
BAB04	cameroon	MicFunPred	99	0.8394198728492044
YAE26	cameroon	MicFunPred	99	0.7900294685046556
MVC05	cameroon	MicFunPred	99	0.8296381389213819
YAE10	cameroon	MicFunPred	99	0.8517459201069071
YAE03	cameroon	MicFunPred	99	0.8264714649714289
YAE09	cameroon	MicFunPred	99	0.8166656748640991
YAE17	cameroon	MicFunPred	99	0.8295072992505497
YAE20	cameroon	MicFunPred	99	0.8578926181095946
BAB20	cameroon	MicFunPred	99	0.8052422372976898
MVC08	cameroon	MicFunPred	99	0.8434051505507731
MVC01	cameroon	MicFunPred	99	0.8590726777833303
MVC14	cameroon	MicFunPred	99	0.8465228617309403
MVC11	cameroon	MicFunPred	99	0.8347994800219272
YAE02	cameroon	MicFunPred	99	0.7668240926454475
YAE22	cameroon	MicFunPred	99	0.7978337205393274
YAE18	cameroon	MicFunPred	99	0.8371809985177803
BAB19	cameroon	MicFunPred	99	0.8225051593855759
YAE07	cameroon	MicFunPred	99	0.7290488024198079
BAB11	cameroon	MicFunPred	99	0.7716185220973667
YAE24	cameroon	MicFunPred	99	0.838723702189487
BAN05	cameroon	MicFunPred	99	0.8186541180247754
BAB22	cameroon	MicFunPred	99	0.7983379847846133
BAB29	cameroon	MicFunPred	99	0.8206982890627741
YAE15	cameroon	MicFunPred	99	0.8323895449956958
