Sample	Dataset	Tool	Percent_identity	Correlation
11212.AtbelzLink2	primate	MicFunPred	97	0.6597842692787712
11212.BWC2026	primate	MicFunPred	97	0.7449583259882763
11212.Lc301	primate	MicFunPred	97	0.5755235992340376
11212.ERUB.105M	primate	MicFunPred	97	0.7084990205772806
11212.RT2017	primate	MicFunPred	97	0.767054874954454
11212.APAL38	primate	MicFunPred	97	0.724704448718477
11212.APAL36	primate	MicFunPred	97	0.7382657859731194
11212.RT2019	primate	MicFunPred	97	0.7602514056380666
11212.ERUB.20M	primate	MicFunPred	97	0.7307227536389685
11212.JB12	primate	MicFunPred	97	0.7808226766238932
11212.Ahyb257	primate	MicFunPred	97	0.7457159022226275
11212.JB15	primate	MicFunPred	97	0.7853769946517214
11212.RT2013	primate	PICRUSt2	97	0.7656398919864021
11212.ERUB.12M	primate	PICRUSt2	97	0.5470849339379245
11212.PVLou	primate	PICRUSt2	97	0.7225349839816491
11212.JB18	primate	PICRUSt2	97	0.7503607427695749
11212.AC668	primate	PICRUSt2	97	0.6866708127708945
11212.APF38	primate	PICRUSt2	97	0.6705949649618671
11212.PVPam	primate	PICRUSt2	97	0.5472155194478188
11212.BWC2063	primate	PICRUSt2	97	0.7832552582207761
11212.Apalw13	primate	PICRUSt2	97	0.6512886632430305
11212.LagEllis1	primate	PICRUSt2	97	0.6726806097783008
11212.Apalw14	primate	PICRUSt2	97	0.6752521793480369
11212.RC2036	primate	PICRUSt2	97	0.7554549876806993
11212.JB32	primate	PICRUSt2	97	0.7665109178283976
11212.RT2021	primate	PICRUSt2	97	0.7716372462899317
11212.AsenLink2	primate	PICRUSt2	97	0.657872543344187
11212.PVQui	primate	PICRUSt2	97	0.602166984126032
11212.Ptr11	primate	PICRUSt2	97	0.7181166023446641
11212.JB1	primate	PICRUSt2	97	0.6870938753556332
11212.Gor12	primate	PICRUSt2	97	0.6458356402046157
11212.RC2068	primate	PICRUSt2	97	0.7871103370873689
11212.APF103	primate	PICRUSt2	97	0.6229042484204623
11212.APF104	primate	PICRUSt2	97	0.6133945005365745
11212.JB24	primate	PICRUSt2	97	0.7416179260028878
11212.Ahyb1000	primate	PICRUSt2	97	0.6587742663775786
11212.AtbelzLink1	primate	PICRUSt2	97	0.70590940936311
11212.PVAbb	primate	PICRUSt2	97	0.5736160905600725
11212.JB17	primate	PICRUSt2	97	0.748163529546272
11212.Asen1111	primate	PICRUSt2	97	0.7119329452884589
11212.PTr14	primate	PICRUSt2	97	0.712281226795818
11212.JB34	primate	PICRUSt2	97	0.8079550666405272
11212.RC2071	primate	PICRUSt2	97	0.7498659903850482
11212.BWC2023	primate	PICRUSt2	97	0.7901810967765036
11212.RC2098	primate	PICRUSt2	97	0.7257600944516556
11212.JB25	primate	PICRUSt2	97	0.7856208149392006
11212.Asen685	primate	PICRUSt2	97	0.7016259426485019
11212.Ptr10	primate	PICRUSt2	97	0.8119749649932992
11212.AsenLink3	primate	PICRUSt2	97	0.4286227071198335
11212.Gor1	primate	PICRUSt2	97	0.5525438474480588
11212.RC2096	primate	PICRUSt2	97	0.7174416104855593
11212.AsenLink4	primate	PICRUSt2	97	0.7636847042090076
11212.AtbelzLink3	primate	PICRUSt2	97	0.6918106393115238
11212.Ptr13	primate	PICRUSt2	97	0.7429162788022928
11212.AtbelzLink4	primate	PICRUSt2	97	0.7115351184446123
11212.JB3	primate	PICRUSt2	97	0.7606977645809174
11212.Lc259	primate	PICRUSt2	97	0.620761216370835
11212.BWC2115	primate	PICRUSt2	97	0.7185216387142817
11212.JB28	primate	PICRUSt2	97	0.7582842071501706
11212.Gor2	primate	PICRUSt2	97	0.6743682618124958
11212.RT2048	primate	PICRUSt2	97	0.7826742492964004
11212.LagEllis4	primate	PICRUSt2	97	0.7691407048505023
11212.JB13	primate	PICRUSt2	97	0.7889190733418929
11212.BWC2061	primate	PICRUSt2	97	0.6458128982406266
11212.APAL37	primate	PICRUSt2	97	0.7139840022353936
11212.APAL39	primate	PICRUSt2	97	0.7003826420725976
11212.LagAb2	primate	PICRUSt2	97	0.6912186006748079
11212.AC622	primate	PICRUSt2	97	0.7001205890681726
11212.JB29	primate	PICRUSt2	97	0.7488298656291589
11212.Gor3	primate	PICRUSt2	97	0.6728529331563988
11212.AsenLink1	primate	PICRUSt2	97	0.47185322653485723
11212.AtbelzLink5	primate	PICRUSt2	97	0.7442499207207046
11212.Gor11	primate	PICRUSt2	97	0.6765098129668086
11212.LabEllis3	primate	PICRUSt2	97	0.7843731503143667
11212.JB27	primate	PICRUSt2	97	0.7759555526865899
11212.PVPet	primate	PICRUSt2	97	0.5260397751825868
11212.Ahyb411	primate	PICRUSt2	97	0.5376229285759795
11212.AtbelzLink2	primate	PICRUSt2	97	0.5112190301437582
11212.BWC2026	primate	PICRUSt2	97	0.7368477611455952
11212.Lc301	primate	PICRUSt2	97	0.48928395463814783
11212.ERUB.105M	primate	PICRUSt2	97	0.6041093850749069
11212.RT2017	primate	PICRUSt2	97	0.8102647036969972
11212.APAL38	primate	PICRUSt2	97	0.7097151223210998
11212.APAL36	primate	PICRUSt2	97	0.7450656817633597
11212.RT2019	primate	PICRUSt2	97	0.782085902549557
11212.ERUB.20M	primate	PICRUSt2	97	0.5905323095958067
11212.JB12	primate	PICRUSt2	97	0.7844947150698166
11212.Ahyb257	primate	PICRUSt2	97	0.6817843653085385
11212.JB15	primate	PICRUSt2	97	0.7819398060813174
11212.RT2013	primate	Piphillin	97	0.7445590158794829
11212.ERUB.12M	primate	Piphillin	97	0.5583867182643099
11212.PVLou	primate	Piphillin	97	0.666529107116418
11212.JB18	primate	Piphillin	97	0.7518114510414383
11212.AC668	primate	Piphillin	97	0.6763638892734791
11212.APF38	primate	Piphillin	97	0.7141751923808534
11212.PVPam	primate	Piphillin	97	0.5182588576839816
11212.BWC2063	primate	Piphillin	97	0.7640437399877932
11212.Apalw13	primate	Piphillin	97	0.6711840584612716
11212.LagEllis1	primate	Piphillin	97	0.6658955996323679
11212.Apalw14	primate	Piphillin	97	0.6498321741760517
11212.RC2036	primate	Piphillin	97	0.7357558135040434
11212.JB32	primate	Piphillin	97	0.6997168520024415
11212.RT2021	primate	Piphillin	97	0.7029826685460223
11212.AsenLink2	primate	Piphillin	97	0.687475236033617
11212.PVQui	primate	Piphillin	97	0.5675646776495875
11212.Ptr11	primate	Piphillin	97	0.7373785671479228
11212.JB1	primate	Piphillin	97	0.5923778678842334
11212.Gor12	primate	Piphillin	97	0.5799536558957477
11212.RC2068	primate	Piphillin	97	0.749612338574996
11212.APF103	primate	Piphillin	97	0.6113812644802287
11212.APF104	primate	Piphillin	97	0.6166108437015506
11212.JB24	primate	Piphillin	97	0.6802224592215622
11212.Ahyb1000	primate	Piphillin	97	0.5794833489404675
11212.AtbelzLink1	primate	Piphillin	97	0.6840041869892389
11212.PVAbb	primate	Piphillin	97	0.5120318366905737
11212.JB17	primate	Piphillin	97	0.7390814349046644
11212.Asen1111	primate	Piphillin	97	0.6882449141748458
11212.PTr14	primate	Piphillin	97	0.7137369862794903
11212.JB34	primate	Piphillin	97	0.7472762537822117
11212.RC2071	primate	Piphillin	97	0.6783006113469989
11212.BWC2023	primate	Piphillin	97	0.7193824787875137
11212.RC2098	primate	Piphillin	97	0.6654697152615333
11212.JB25	primate	Piphillin	97	0.7419304269110998
11212.Asen685	primate	Piphillin	97	0.6666239610959785
11212.Ptr10	primate	Piphillin	97	0.8199761200303202
11212.AsenLink3	primate	Piphillin	97	0.45951414014042674
11212.Gor1	primate	Piphillin	97	0.5569616543744338
11212.RC2096	primate	Piphillin	97	0.6922609646205594
11212.AsenLink4	primate	Piphillin	97	0.7787576331163228
11212.AtbelzLink3	primate	Piphillin	97	0.6835918236211849
11212.Ptr13	primate	Piphillin	97	0.6894168953144548
11212.AtbelzLink4	primate	Piphillin	97	0.733287522136895
11212.JB3	primate	Piphillin	97	0.681279368553145
11212.Lc259	primate	Piphillin	97	0.5824980648272362
11212.BWC2115	primate	Piphillin	97	0.7192830848731622
11212.JB28	primate	Piphillin	97	0.6901793231006421
11212.Gor2	primate	Piphillin	97	0.6538484181329997
11212.RT2048	primate	Piphillin	97	0.7012866831186869
11212.LagEllis4	primate	Piphillin	97	0.7668198300036173
11212.JB13	primate	Piphillin	97	0.7391738694510775
11212.BWC2061	primate	Piphillin	97	0.6403333186613613
11212.APAL37	primate	Piphillin	97	0.7217803925897928
11212.APAL39	primate	Piphillin	97	0.6482340524193665
11212.LagAb2	primate	Piphillin	97	0.673282463667821
11212.AC622	primate	Piphillin	97	0.7001001395067785
11212.JB29	primate	Piphillin	97	0.7218430471948839
11212.Gor3	primate	Piphillin	97	0.6650691024162173
11212.AsenLink1	primate	Piphillin	97	0.5021835186257709
11212.AtbelzLink5	primate	Piphillin	97	0.7381002509990581
11212.Gor11	primate	Piphillin	97	0.6549279187669912
11212.LabEllis3	primate	Piphillin	97	0.7774464228471623
11212.JB27	primate	Piphillin	97	0.7309085481880883
11212.PVPet	primate	Piphillin	97	0.4092722547277552
11212.Ahyb411	primate	Piphillin	97	0.5963264098884252
11212.AtbelzLink2	primate	Piphillin	97	0.5099020892152895
11212.BWC2026	primate	Piphillin	97	0.7114202821093621
11212.Lc301	primate	Piphillin	97	0.42020658834348545
11212.ERUB.105M	primate	Piphillin	97	0.561417102872509
11212.RT2017	primate	Piphillin	97	0.7407602509435606
11212.APAL38	primate	Piphillin	97	0.6354190050721729
11212.APAL36	primate	Piphillin	97	0.6959548987688419
11212.RT2019	primate	Piphillin	97	0.7430504564724926
11212.ERUB.20M	primate	Piphillin	97	0.5933708109029323
11212.JB12	primate	Piphillin	97	0.7109074501004375
11212.Ahyb257	primate	Piphillin	97	0.6236819115778554
11212.JB15	primate	Piphillin	97	0.7110650634361178
11212.RT2013	primate	Tax4Fun2	97	0.7152298846137306
11212.ERUB.12M	primate	Tax4Fun2	97	0.5817429194984055
11212.PVLou	primate	Tax4Fun2	97	0.6437002613718383
11212.JB18	primate	Tax4Fun2	97	0.6853491680879962
11212.AC668	primate	Tax4Fun2	97	0.6501974123608459
11212.APF38	primate	Tax4Fun2	97	0.7089217422999662
11212.PVPam	primate	Tax4Fun2	97	0.50008472806981
11212.BWC2063	primate	Tax4Fun2	97	0.7408387104429159
11212.Apalw13	primate	Tax4Fun2	97	0.6676447919569275
11212.LagEllis1	primate	Tax4Fun2	97	0.6814455868374255
11212.Apalw14	primate	Tax4Fun2	97	0.6692805911020201
11212.RC2036	primate	Tax4Fun2	97	0.6881843533730103
11212.JB32	primate	Tax4Fun2	97	0.6566635006896142
11212.RT2021	primate	Tax4Fun2	97	0.6752515190688458
11212.AsenLink2	primate	Tax4Fun2	97	0.6736912859440415
11212.PVQui	primate	Tax4Fun2	97	0.5681654610340484
11212.Ptr11	primate	Tax4Fun2	97	0.6836425692051544
11212.JB1	primate	Tax4Fun2	97	0.5717516700230036
11212.Gor12	primate	Tax4Fun2	97	0.6222289331702223
11212.RC2068	primate	Tax4Fun2	97	0.7259085079634888
11212.APF103	primate	Tax4Fun2	97	0.6341659099805236
11212.APF104	primate	Tax4Fun2	97	0.6443742730312455
11212.JB24	primate	Tax4Fun2	97	0.6388543328890038
11212.Ahyb1000	primate	Tax4Fun2	97	0.6373723544263553
11212.AtbelzLink1	primate	Tax4Fun2	97	0.6827038144121081
11212.PVAbb	primate	Tax4Fun2	97	0.5049981657289593
11212.JB17	primate	Tax4Fun2	97	0.6241451960357899
11212.Asen1111	primate	Tax4Fun2	97	0.6768688311287075
11212.PTr14	primate	Tax4Fun2	97	0.6848956809175022
11212.JB34	primate	Tax4Fun2	97	0.640918448364824
11212.RC2071	primate	Tax4Fun2	97	0.6833896431743222
11212.BWC2023	primate	Tax4Fun2	97	0.6971249812270452
11212.RC2098	primate	Tax4Fun2	97	0.6712658373669963
11212.JB25	primate	Tax4Fun2	97	0.6841797858094434
11212.Asen685	primate	Tax4Fun2	97	0.6918474263199784
11212.Ptr10	primate	Tax4Fun2	97	0.7384324531566461
11212.AsenLink3	primate	Tax4Fun2	97	0.41036085215107587
11212.Gor1	primate	Tax4Fun2	97	0.5663674758117864
11212.RC2096	primate	Tax4Fun2	97	0.6895682581435953
11212.AsenLink4	primate	Tax4Fun2	97	0.7013894467995512
11212.AtbelzLink3	primate	Tax4Fun2	97	0.5951188070218807
11212.Ptr13	primate	Tax4Fun2	97	0.6985355461319995
11212.AtbelzLink4	primate	Tax4Fun2	97	0.6711145333024524
11212.JB3	primate	Tax4Fun2	97	0.6329540196204904
11212.Lc259	primate	Tax4Fun2	97	0.5947868480792312
11212.BWC2115	primate	Tax4Fun2	97	0.7127613837856774
11212.JB28	primate	Tax4Fun2	97	0.6790381596021846
11212.Gor2	primate	Tax4Fun2	97	0.6371105889617038
11212.RT2048	primate	Tax4Fun2	97	0.6731655545712408
11212.LagEllis4	primate	Tax4Fun2	97	0.7009322034050712
11212.JB13	primate	Tax4Fun2	97	0.6833720095821203
11212.BWC2061	primate	Tax4Fun2	97	0.6502260841660974
11212.APAL37	primate	Tax4Fun2	97	0.7066290976639316
11212.APAL39	primate	Tax4Fun2	97	0.6651814426758825
11212.LagAb2	primate	Tax4Fun2	97	0.6767925108452528
11212.AC622	primate	Tax4Fun2	97	0.6728521845117028
11212.JB29	primate	Tax4Fun2	97	0.6798902534388388
11212.Gor3	primate	Tax4Fun2	97	0.6828422681322653
11212.AsenLink1	primate	Tax4Fun2	97	0.4298009508939774
11212.AtbelzLink5	primate	Tax4Fun2	97	0.6688135747388333
11212.Gor11	primate	Tax4Fun2	97	0.643895235718872
11212.LabEllis3	primate	Tax4Fun2	97	0.7211147727373795
11212.JB27	primate	Tax4Fun2	97	0.7056998744851811
11212.PVPet	primate	Tax4Fun2	97	0.4754101730414267
11212.Ahyb411	primate	Tax4Fun2	97	0.5700217305939801
11212.AtbelzLink2	primate	Tax4Fun2	97	0.5178541762549772
11212.BWC2026	primate	Tax4Fun2	97	0.6988747377551662
11212.Lc301	primate	Tax4Fun2	97	0.43662018803432107
11212.ERUB.105M	primate	Tax4Fun2	97	0.5531629294725833
11212.RT2017	primate	Tax4Fun2	97	0.6959015705826506
11212.APAL38	primate	Tax4Fun2	97	0.6615010687112177
11212.APAL36	primate	Tax4Fun2	97	0.6909622047636074
11212.RT2019	primate	Tax4Fun2	97	0.7102505401551886
11212.ERUB.20M	primate	Tax4Fun2	97	0.5967667645334819
11212.JB12	primate	Tax4Fun2	97	0.6613973949590879
11212.Ahyb257	primate	Tax4Fun2	97	0.656543015716271
11212.JB15	primate	Tax4Fun2	97	0.6710744669865414
HBC	indian	Piphillin	98	0.7500429437757652
HCY	indian	Piphillin	98	0.5235537690908767
HY	indian	Piphillin	98	0.7977483288063146
HCN	indian	Piphillin	98	0.7908058232419574
C2_M	indian	Piphillin	98	0.778485131357333
HAK	indian	Piphillin	98	0.7602726547875005
HCB	indian	Piphillin	98	0.7600528642123978
HCT	indian	Piphillin	98	0.7005438562954288
HBD	indian	Piphillin	98	0.7275933411653349
HAD	indian	Piphillin	98	0.7709759625027793
C10_M	indian	Piphillin	98	0.7349493730846336
HBI	indian	Piphillin	98	0.7855689323204877
C23_M	indian	Piphillin	98	0.7704073022547714
C13_M	indian	Piphillin	98	0.7725496666242032
C3_M	indian	Piphillin	98	0.7572791011316558
HCH	indian	Piphillin	98	0.7576864291879204
C24_M	indian	Piphillin	98	0.7882846353076718
HT	indian	Piphillin	98	0.7942936329792107
HDE	indian	Piphillin	98	0.7998573887172615
HCW	indian	Piphillin	98	0.7975823168601022
HK	indian	Piphillin	98	0.7498772560652383
C22_M	indian	Piphillin	98	0.7487634443968327
HCA	indian	Piphillin	98	0.7617760407954081
HF	indian	Piphillin	98	0.724485842024707
HDB	indian	Piphillin	98	0.780773529730622
C6_M	indian	Piphillin	98	0.74333311842817
HCR	indian	Piphillin	98	0.7925258481924299
HAF	indian	Piphillin	98	0.7507023304679047
HBH	indian	Piphillin	98	0.7693830328533867
HBZ	indian	Piphillin	98	0.7593616659648948
HBJ	indian	Piphillin	98	0.8016523435283426
HAV	indian	Piphillin	98	0.7891097358415691
HBY	indian	Piphillin	98	0.6041627801225321
HM	indian	Piphillin	98	0.7668344583559276
HBR	indian	Piphillin	98	0.782059116514209
HO	indian	Piphillin	98	0.7594045670139578
C19_M	indian	Piphillin	98	0.7463387685243922
HJ	indian	Piphillin	98	0.7133733211244678
HCJ	indian	Piphillin	98	0.7903039189682666
HAZ	indian	Piphillin	98	0.799808057187805
HBL	indian	Piphillin	98	0.7321301921474052
HZ	indian	Piphillin	98	0.7232348852660547
HQ	indian	Piphillin	98	0.7896177673459237
HCQ	indian	Piphillin	98	0.7966672928907383
HDC	indian	Piphillin	98	0.7310888145690054
C9_M	indian	Piphillin	98	0.7778306524493502
C16_M	indian	Piphillin	98	0.7322518984732701
HP	indian	Piphillin	98	0.7416719168830485
HR	indian	Piphillin	98	0.7263805767415272
HCP	indian	Piphillin	98	0.7723778602237222
HL	indian	Piphillin	98	0.7740974341885798
HBG	indian	Piphillin	98	0.7963687152149247
HE	indian	Piphillin	98	0.7412155697027903
HAO	indian	Piphillin	98	0.7800990068471081
HAN	indian	Piphillin	98	0.8085964774245341
C7_M	indian	Piphillin	98	0.724808221690245
HAE	indian	Piphillin	98	0.7814897479082916
HN	indian	Piphillin	98	0.7782711987343021
HU	indian	Piphillin	98	0.7437415542626501
HA	indian	Piphillin	98	0.7047546049425094
HAR	indian	Piphillin	98	0.6624525243539725
HAC	indian	Piphillin	98	0.7912331770303616
HCK	indian	Piphillin	98	0.7558519911368042
HAX	indian	Piphillin	98	0.7883384716542952
C4_M	indian	Piphillin	98	0.7831388698734443
C15_M	indian	Piphillin	98	0.7300823356250575
HCZ	indian	Piphillin	98	0.7738610990256614
HBB	indian	Piphillin	98	0.6915598526408685
HAL	indian	Piphillin	98	0.8007916639207252
HCO	indian	Piphillin	98	0.712710749735417
HAG	indian	Piphillin	98	0.7560795802062505
HI	indian	Piphillin	98	0.778812155140437
HDD	indian	Piphillin	98	0.7217473431248644
HDA	indian	Piphillin	98	0.7490140024640479
HBE	indian	Piphillin	98	0.7798040905095012
HBA	indian	Piphillin	98	0.6578968947194056
HBM	indian	Piphillin	98	0.8015535370157764
C14_M	indian	Piphillin	98	0.7238944935621443
HBF	indian	Piphillin	98	0.8224393509259534
HW	indian	Piphillin	98	0.7750075999672781
HCM	indian	Piphillin	98	0.7666085186985371
HBK	indian	Piphillin	98	0.795180871318679
HC	indian	Piphillin	98	0.7637594707648638
HD	indian	Piphillin	98	0.7469948094673304
HG	indian	Piphillin	98	0.8058466756031273
HAA	indian	Piphillin	98	0.8162027290403449
C5_M	indian	Piphillin	98	0.7664803919999562
HAB	indian	Piphillin	98	0.7427047304554131
HAI	indian	Piphillin	98	0.7434471374734063
HBW	indian	Piphillin	98	0.7696285399229822
HAM	indian	Piphillin	98	0.7858938953390364
HCF	indian	Piphillin	98	0.7823915201227535
HAJ	indian	Piphillin	98	0.7590593058475984
C25_M	indian	Piphillin	98	0.7740462313614944
HBV	indian	Piphillin	98	0.7927501008120383
HAT	indian	Piphillin	98	0.7682521946501184
HCV	indian	Piphillin	98	0.6757009821188583
HCI	indian	Piphillin	98	0.7848990174050602
HAU	indian	Piphillin	98	0.7902374174781387
HCL	indian	Piphillin	98	0.6783251954632133
HS	indian	Piphillin	98	0.7721664797031929
HB	indian	Piphillin	98	0.735536899584505
HCD	indian	Piphillin	98	0.8115042352962375
HCU	indian	Piphillin	98	0.76886558164874
HAH	indian	Piphillin	98	0.7590108073674005
HAP	indian	Piphillin	98	0.7604215489727961
HV	indian	Piphillin	98	0.7832909645020569
HDF	indian	Piphillin	98	0.7773251001515831
Bact191	blueberry	MicFunPred	98	0.7906087697853608
Bact192	blueberry	MicFunPred	98	0.7754736987411456
Bact195	blueberry	MicFunPred	98	0.7918849887895563
Bact207	blueberry	MicFunPred	98	0.7982564806104422
Bact3-3-2	blueberry	MicFunPred	98	0.7911451470342553
Bact204	blueberry	MicFunPred	98	0.7998414127441573
Bact3-4-2R	blueberry	MicFunPred	98	0.8214365452867972
Bact3-4-2	blueberry	MicFunPred	98	0.7885786104430526
Bact200	blueberry	MicFunPred	98	0.7662194615427571
Bact202	blueberry	MicFunPred	98	0.824969822942658
Bact3-1-2R	blueberry	MicFunPred	98	0.8172758470849499
Bact3-1-2	blueberry	MicFunPred	98	0.7762225368942123
Bact190	blueberry	MicFunPred	98	0.7942925325233217
Bact198	blueberry	MicFunPred	98	0.7736488092286147
Bact3-5-2R	blueberry	MicFunPred	98	0.8154014270997505
Bact208	blueberry	MicFunPred	98	0.80032668212035
Bact3-3-2R	blueberry	MicFunPred	98	0.8120219934019126
Bact197	blueberry	MicFunPred	98	0.8184589094997851
Bact3-5-2	blueberry	MicFunPred	98	0.7929184403833086
Bact203	blueberry	MicFunPred	98	0.8116199063570363
Bact209	blueberry	MicFunPred	98	0.8209683903433175
Bact193	blueberry	MicFunPred	98	0.8133610977120591
Bact191	blueberry	PICRUSt2	98	0.8102806496098762
Bact192	blueberry	PICRUSt2	98	0.8091829870674656
Bact195	blueberry	PICRUSt2	98	0.8168512975727392
Bact207	blueberry	PICRUSt2	98	0.8571632792693549
Bact3-3-2	blueberry	PICRUSt2	98	0.8294283352540147
Bact204	blueberry	PICRUSt2	98	0.8236503777102335
Bact3-4-2R	blueberry	PICRUSt2	98	0.8245036750253272
Bact3-4-2	blueberry	PICRUSt2	98	0.8183789989480057
Bact200	blueberry	PICRUSt2	98	0.8020575150200963
Bact202	blueberry	PICRUSt2	98	0.7971746005529101
Bact3-1-2R	blueberry	PICRUSt2	98	0.8202293899720534
Bact3-1-2	blueberry	PICRUSt2	98	0.7992715421674667
Bact190	blueberry	PICRUSt2	98	0.7926613250540564
Bact198	blueberry	PICRUSt2	98	0.7842230461569945
Bact3-5-2R	blueberry	PICRUSt2	98	0.8300628483626651
Bact208	blueberry	PICRUSt2	98	0.7974267808246714
Bact3-3-2R	blueberry	PICRUSt2	98	0.8324081478163032
Bact197	blueberry	PICRUSt2	98	0.829867895331599
Bact3-5-2	blueberry	PICRUSt2	98	0.8075416499896965
Bact203	blueberry	PICRUSt2	98	0.8144756917798269
Bact209	blueberry	PICRUSt2	98	0.8427864896152356
Bact193	blueberry	PICRUSt2	98	0.8320430056462453
Bact191	blueberry	Piphillin	98	0.745574661280102
Bact192	blueberry	Piphillin	98	0.7408614963659534
Bact195	blueberry	Piphillin	98	0.788262846592697
Bact207	blueberry	Piphillin	98	0.7615027720532906
Bact204	blueberry	Piphillin	98	0.7771590866240593
Bact200	blueberry	Piphillin	98	0.6953129796418879
Bact202	blueberry	Piphillin	98	0.8025108445782966
Bact190	blueberry	Piphillin	98	0.7611322188917871
Bact198	blueberry	Piphillin	98	0.7392219466325262
Bact208	blueberry	Piphillin	98	0.7815141655389574
Bact197	blueberry	Piphillin	98	0.8006372337832424
Bact203	blueberry	Piphillin	98	0.7412996536052376
Bact209	blueberry	Piphillin	98	0.7875588772443799
Bact193	blueberry	Piphillin	98	0.7816419788733522
Bact191	blueberry	Tax4Fun2	98	0.6776494232708749
Bact192	blueberry	Tax4Fun2	98	0.6842770983676106
Bact195	blueberry	Tax4Fun2	98	0.6827518451839903
Bact207	blueberry	Tax4Fun2	98	0.6705594969773568
Bact204	blueberry	Tax4Fun2	98	0.6971865444852132
Bact200	blueberry	Tax4Fun2	98	0.683637101938675
Bact202	blueberry	Tax4Fun2	98	0.6969781060712534
Bact190	blueberry	Tax4Fun2	98	0.698637619789908
Bact198	blueberry	Tax4Fun2	98	0.6524080287108949
Bact208	blueberry	Tax4Fun2	98	0.6836183379278651
Bact197	blueberry	Tax4Fun2	98	0.7026962062719109
Bact203	blueberry	Tax4Fun2	98	0.6983020786985125
Bact209	blueberry	Tax4Fun2	98	0.702559550801868
Bact193	blueberry	Tax4Fun2	98	0.7014450560827081
YAE05	cameroon	MicFunPred	98	0.8536536633289331
BAB01	cameroon	MicFunPred	98	0.7654321674452135
MVC13	cameroon	MicFunPred	98	0.8260501967027519
MVC06	cameroon	MicFunPred	98	0.8230220383623462
MVC23	cameroon	MicFunPred	98	0.8374045154484392
MVC18	cameroon	MicFunPred	98	0.8312107015732338
MVC21	cameroon	MicFunPred	98	0.8092247578336368
YAE25	cameroon	MicFunPred	98	0.8233227424815055
BAB15	cameroon	MicFunPred	98	0.7965204654837978
YAE01	cameroon	MicFunPred	98	0.69945710004728
BAB04	cameroon	MicFunPred	98	0.8390322127651041
YAE26	cameroon	MicFunPred	98	0.7923283400943906
MVC05	cameroon	MicFunPred	98	0.82806879714629
YAE10	cameroon	MicFunPred	98	0.8195427600538023
YAE03	cameroon	MicFunPred	98	0.8196263483224111
YAE09	cameroon	MicFunPred	98	0.8167125650147287
YAE17	cameroon	MicFunPred	98	0.8314577364339996
YAE20	cameroon	MicFunPred	98	0.8597457598734691
BAB20	cameroon	MicFunPred	98	0.8055429857756842
MVC08	cameroon	MicFunPred	98	0.844960009946048
MVC01	cameroon	MicFunPred	98	0.8589098047077761
MVC14	cameroon	MicFunPred	98	0.822220320517329
MVC11	cameroon	MicFunPred	98	0.825879378176671
YAE02	cameroon	MicFunPred	98	0.769056304207139
YAE22	cameroon	MicFunPred	98	0.7976607007635395
YAE18	cameroon	MicFunPred	98	0.8372261643909829
BAB19	cameroon	MicFunPred	98	0.8214789914584072
YAE07	cameroon	MicFunPred	98	0.7254413494666757
BAB11	cameroon	MicFunPred	98	0.7733568661291051
YAE24	cameroon	MicFunPred	98	0.8284974897172639
BAN05	cameroon	MicFunPred	98	0.8253466470067141
BAB22	cameroon	MicFunPred	98	0.7986215859990733
BAB29	cameroon	MicFunPred	98	0.8169775489263263
YAE15	cameroon	MicFunPred	98	0.8334416882167295
MVC09	cameroon	MicFunPred	98	0.8226304563067371
YAE19	cameroon	MicFunPred	98	0.8352426148747333
MVC17	cameroon	MicFunPred	98	0.8414765902816441
BAB23	cameroon	MicFunPred	98	0.8335982328907809
BAN03	cameroon	MicFunPred	98	0.8421952722720878
BAN07	cameroon	MicFunPred	98	0.8010109260330733
BAB16	cameroon	MicFunPred	98	0.8181321690453622
YAE14	cameroon	MicFunPred	98	0.8001731859351775
MVC03	cameroon	MicFunPred	98	0.8411868401506569
BAN01	cameroon	MicFunPred	98	0.7855090783593922
YAE11	cameroon	MicFunPred	98	0.8499191659493867
BAN02	cameroon	MicFunPred	98	0.8116052060775408
BAB09	cameroon	MicFunPred	98	0.8278633392886101
MVC16	cameroon	MicFunPred	98	0.8025820328596632
MVC12	cameroon	MicFunPred	98	0.8489031831520615
MVC04	cameroon	MicFunPred	98	0.8119139776751
BAB08	cameroon	MicFunPred	98	0.8078984942740598
BAB30	cameroon	MicFunPred	98	0.8050211033992636
BAB07	cameroon	MicFunPred	98	0.846289343730916
MVC15	cameroon	MicFunPred	98	0.8161985594262475
BAB06	cameroon	MicFunPred	98	0.8104542216189267
BAB18	cameroon	MicFunPred	98	0.8401225372078137
YAE16	cameroon	MicFunPred	98	0.8200776487306414
YAE05	cameroon	PICRUSt2	98	0.8369505677949518
BAB01	cameroon	PICRUSt2	98	0.7137446134860348
MVC13	cameroon	PICRUSt2	98	0.8013645736336474
MVC06	cameroon	PICRUSt2	98	0.7466221288923796
MVC23	cameroon	PICRUSt2	98	0.8285529016015489
MVC18	cameroon	PICRUSt2	98	0.8291705285185922
MVC21	cameroon	PICRUSt2	98	0.7136322457655838
YAE25	cameroon	PICRUSt2	98	0.8306761923681633
BAB15	cameroon	PICRUSt2	98	0.7305695657175256
YAE01	cameroon	PICRUSt2	98	0.760135307137104
BAB04	cameroon	PICRUSt2	98	0.7973281313981117
YAE26	cameroon	PICRUSt2	98	0.828874860575863
