Tool,Data,Percent_identity,Sample,TP,FP,TN,FN,TPR,FPR,Precision,F1_score,BA
MicFunPred,blueberry,97,Bact198,2770,2628,3467,2886,48.974540311173975,43.117309269893354,51.31530196369025,50.1176044870635,52.94397240479491
MicFunPred,blueberry,97,Bact200,3226,1925,3582,3256,49.76858994137612,34.95551116760487,62.62861580275675,55.46290724662598,57.50617686891274
PICRUSt2,blueberry,97,Bact203,3280,727,5244,3320,49.696969696969695,12.17551498911405,81.85675068629898,61.84595078721599,71.54490967290195
PICRUSt2,blueberry,97,Bact3-1-2R,3465,1328,4549,3627,48.857868020304565,22.596562872213717,72.29292718547883,58.30879259570887,63.96569059861026
PICRUSt2,blueberry,97,Bact202,3510,1070,4705,3588,49.45054945054945,18.528138528138527,76.63755458515283,60.113033053605065,66.6860750135459
PICRUSt2,blueberry,97,Bact204,3103,661,5468,3169,49.473852040816325,10.784793604176864,82.43889479277364,61.837385412514955,72.87395706409552
PICRUSt2,blueberry,97,Bact208,3421,1210,4665,3768,47.586590624565304,20.595744680851062,73.87173396674585,57.88494077834179,64.59506299902571
PICRUSt2,blueberry,97,Bact3-4-2R,3427,1048,4710,3555,49.083357204239476,18.200764154220213,76.58100558659217,59.823688574670506,66.78415070618175
PICRUSt2,blueberry,97,Bact3-4-2,3374,777,5089,3420,49.66146599941125,13.24582338902148,81.28161888701517,61.65372316126085,70.54444089256154
PICRUSt2,blueberry,97,Bact190,3598,1412,4481,3659,49.57971613614441,23.960631257424062,71.81636726546905,58.6614494171354,63.43275365730455
PICRUSt2,blueberry,97,Bact192,3198,1518,4802,3260,49.51997522452772,24.018987341772153,67.8117048346056,57.24002147843208,63.68754430517182
PICRUSt2,blueberry,97,Bact195,3338,1681,4594,3434,49.29119905493207,26.788844621513945,66.50727236501295,56.61945551691968,61.865992933876676
PICRUSt2,blueberry,97,Bact207,3631,1164,4326,4030,47.395901318365745,21.202185792349727,75.72471324296141,58.30122029543994,63.74794781343858
PICRUSt2,blueberry,97,Bact3-3-2,3594,1147,4608,3645,49.64774140074596,19.930495221546483,75.80679181607256,60.0,65.82051695492832
PICRUSt2,blueberry,97,Bact193,3303,1310,4855,3353,49.62439903846153,21.24898621248986,71.60199436375461,58.620995651788085,65.37580225010342
PICRUSt2,blueberry,97,Bact209,3380,904,5017,3557,48.724232377108265,15.267691268366828,78.89822595704949,60.24418501024864,68.70616919499312
PICRUSt2,blueberry,97,Bact3-1-2,3488,1114,4757,3543,49.60887498222159,18.97462101856583,75.79313342025206,59.96733430757328,66.55319321615013
PICRUSt2,blueberry,97,Bact3-3-2R,3342,934,4903,3700,47.45810849190571,16.001370567072126,78.15715622076708,59.05637038345997,67.57445164287222
PICRUSt2,blueberry,97,Bact3-5-2R,3378,946,5010,3445,49.50901363036787,15.883143049026192,78.12210915818686,60.608235399659094,68.68849396407273
PICRUSt2,blueberry,97,Bact197,3586,1683,4261,3663,49.46889226100152,28.314266487213995,68.05845511482255,57.293497363796135,60.91590095468538
PICRUSt2,blueberry,97,Bact191,2925,1164,5463,2956,49.73643938105764,17.564508827523767,71.53338224504769,58.676028084252756,68.21116196229104
PICRUSt2,blueberry,97,Bact3-5-2,3524,1288,4596,3568,49.68979131415679,21.889870836165873,73.23358270989195,59.206989247311824,64.7647580379445
PICRUSt2,blueberry,97,Bact198,2738,2115,4865,2843,49.05930836767604,30.30085959885387,56.418710076241496,52.4822695035461,59.767476470398904
PICRUSt2,blueberry,97,Bact200,2980,820,5596,3016,49.69979986657772,12.780548628428928,78.42105263157895,60.84115965700286,71.70007578165107
Piphillin,blueberry,97,Bact203,3367,1383,3209,3494,49.074478938930184,30.117595818815328,70.8842105263158,57.99672724140901,59.37914837818102
Piphillin,blueberry,97,Bact3-1-2R,3433,1656,2918,3779,47.6012201885746,36.20463489287276,67.45922578109649,55.8166002764003,55.51548716261037
Piphillin,blueberry,97,Bact202,3561,1641,2854,3794,48.41604350781781,36.50723025583982,68.45444059976931,56.71736879827985,55.69232258628658
Piphillin,blueberry,97,Bact204,3212,1313,3415,3384,48.696179502728924,27.770727580372252,70.98342541436465,57.76458951533136,60.60570005826336
Piphillin,blueberry,97,Bact208,3402,1718,3018,4054,45.627682403433475,36.27533783783784,66.4453125,54.103053435114504,54.560325933257914
Piphillin,blueberry,97,Bact3-4-2R,3531,1560,2892,3819,48.04081632653061,35.04043126684636,69.35769004124927,56.763925729442974,56.22555937019995
Piphillin,blueberry,97,Bact3-4-2,3410,1252,3196,3554,48.96611143021252,28.14748201438849,73.14457314457314,58.66162050576295,60.24636064636064
Piphillin,blueberry,97,Bact190,3601,1899,2681,3781,48.78081820644812,41.46288209606987,65.47272727272727,55.90746778450551,53.480715230297406
Piphillin,blueberry,97,Bact192,3285,2396,2639,3448,48.789544036833504,47.58689175769612,57.82432670304524,52.92411793136781,50.58950851334289
Piphillin,blueberry,97,Bact195,3325,2193,2799,3557,48.314443475733796,43.93028846153847,60.25733961580283,53.62903225806452,52.147234943206634
Piphillin,blueberry,97,Bact207,3637,1654,2775,4405,45.22506839094753,37.3447730864755,68.73936873936874,54.55636390909773,53.69419690450331
Piphillin,blueberry,97,Bact3-3-2,3632,1759,2681,3793,48.91582491582492,39.61711711711712,67.37154516787238,56.679151061173535,54.391673109113825
Piphillin,blueberry,97,Bact193,3337,1891,2930,3483,48.929618768328446,39.2242273387264,63.829380260137725,55.39508632138114,54.75891280276495
Piphillin,blueberry,97,Bact209,3369,1325,3279,3736,47.41731175228712,28.77932232841008,71.7724755006391,57.10653445207221,59.25758486364814
Piphillin,blueberry,97,Bact3-1-2,3421,1553,2938,3583,48.84351798972016,34.58027165441995,68.77764374748693,57.12138921355819,56.91604162531531
Piphillin,blueberry,97,Bact3-3-2R,3374,1435,3181,4015,45.66247124103397,31.087521663778162,70.16011644832606,55.320544351533044,57.18261520026087
Piphillin,blueberry,97,Bact3-5-2R,3471,1470,3131,3654,48.71578947368421,31.949576179091505,70.24893746205223,57.53356539035306,58.197423778925895
Piphillin,blueberry,97,Bact197,3605,2197,2490,3805,48.65047233468286,46.874333262214634,62.13374698379869,54.571601574326365,50.84447476274923
Piphillin,blueberry,97,Bact191,2992,1919,3331,3083,49.251028806584365,36.55238095238095,60.92445530441866,54.469324594939025,56.42886313708616
Piphillin,blueberry,97,Bact3-5-2,3557,1885,2690,3717,48.900192466318394,41.202185792349724,65.3619992649761,55.9452658068575,53.67366390593897
Piphillin,blueberry,97,Bact198,2723,2823,2892,2944,48.05011469913534,49.39632545931759,49.0984493328525,48.56862570230982,49.326469354568815
Piphillin,blueberry,97,Bact200,3083,1805,3188,3193,49.12364563416189,36.15061085519727,63.07283142389526,55.23109996417055,56.51682630589843
Tax4Fun2,blueberry,97,Bact203,3715,2590,11786,3727,49.9193765116904,18.016138007790765,58.92149088025377,54.04815596130065,67.44823979969627
Tax4Fun2,blueberry,97,Bact3-1-2R,3727,2976,11214,3739,49.9196356817573,20.972515856236786,55.601969267492166,52.607805773166774,65.29847677579116
Tax4Fun2,blueberry,97,Bact202,3874,2906,11288,3885,49.9291145766207,20.473439481471047,57.13864306784661,53.29114794690143,65.7669752609384
Tax4Fun2,blueberry,97,Bact204,3550,2687,11827,3561,49.92265504148502,18.513159707868265,56.91839025172358,53.19148936170213,66.8884906808397
Tax4Fun2,blueberry,97,Bact208,3620,3053,10976,3631,49.924148393325055,21.762064295388125,54.24846395923873,51.996552714737135,64.69525956913125
Tax4Fun2,blueberry,97,Bact3-4-2R,3889,2904,11247,3901,49.92297817715019,20.521517913928346,57.2501104077727,53.3360762531715,65.74876790523307
Tax4Fun2,blueberry,97,Bact3-4-2,3828,2633,11635,3839,49.92826398852224,18.453882814690214,59.247794459062064,54.19026047565119,67.21921841345244
