Tool,Data,Percent_identity,Sample,TP,FP,TN,FN,TPR,FPR,Precision,F1_score,BA
MicFunPred,indian,97,HDF,2858,2095,3998,2869,49.9039636808102,34.38371902182833,57.702402584292344,53.52059925093633,57.961438659264275
MicFunPred,indian,97,HBG,3258,1839,3771,3274,49.87752602571953,32.780748663101605,63.91995291347852,56.032332960701694,58.72363862849228
MicFunPred,indian,97,C24_M,2847,2137,3939,2866,49.8337125853317,35.17116524028967,57.12279293739968,53.22987753575769,57.50335091396068
MicFunPred,indian,97,HM,3728,1541,3614,3745,49.88625719255988,29.89330746847721,70.75346365534257,58.51514675875059,59.93169853510436
MicFunPred,indian,97,HAT,3615,1506,3795,3629,49.903368304803976,28.409734012450482,70.59168131224371,58.47149211484028,60.85483850094944
MicFunPred,indian,97,HBY,2634,2603,3762,2642,49.924184988627744,40.8955223880597,50.29597097574947,50.10938837629601,54.52025282079167
MicFunPred,indian,97,HAX,3144,1573,4115,3175,49.75470802342143,27.65471167369902,66.65253338986645,56.97716563972455,61.54986065926793
MicFunPred,indian,97,HCQ,3401,1691,3857,3419,49.868035190615835,30.47945205479452,66.7910447761194,57.102081934184014,59.90047016156163
MicFunPred,indian,97,HCL,2385,2804,3810,2392,49.92673225873979,42.3949198669489,45.96261322027366,47.86273329319687,53.69720470752477
MicFunPred,indian,97,HCA,3632,1232,4014,3649,49.88325779425903,23.484559664506293,74.67105263157895,59.81062165500206,63.52631321387116
MicFunPred,indian,97,HDA,3391,1477,3808,3450,49.568776494664526,27.947019867549667,69.65899753492194,57.92125715261764,61.062620839657164
MicFunPred,indian,97,HAK,3718,1645,3403,3761,49.71252841288943,32.58716323296355,69.32686928957673,57.903753309453364,58.41413257890339
MicFunPred,indian,97,HBM,3101,2097,3771,3116,49.879363036834484,35.736196319018404,59.657560600230866,54.332019272886555,57.20644837039277
MicFunPred,indian,97,HCW,3603,1336,3808,3647,49.69655172413793,25.972006220839816,72.94998987649322,59.11887767659365,62.014901041533
MicFunPred,indian,97,HCZ,2352,2281,4105,2403,49.46372239747634,35.71875978703414,50.7662421756961,50.10651896037494,56.92122803314614
MicFunPred,indian,97,HCK,2704,2084,4097,2720,49.852507374631266,33.716227147710725,56.47451963241436,52.95730513121817,58.28713512792788
MicFunPred,indian,97,HCH,2269,2533,4165,2280,49.879094306440976,37.81725888324873,47.251145356101624,48.52956903005026,55.93744234445887
MicFunPred,indian,97,C23_M,3394,1304,4138,3409,49.88975452006468,23.96177875780963,72.24350787569178,59.020954699591336,63.53662077234967
MicFunPred,indian,97,HCB,2183,2992,3671,2222,49.55732122587968,44.90469758367102,42.18357487922705,45.5741127348643,52.2389111457055
MicFunPred,indian,97,HAE,3088,1862,3984,3102,49.886914378029076,31.850838179952106,62.38383838383839,55.43985637342908,59.30368887862538
MicFunPred,indian,97,HBW,3543,1668,3714,3559,49.8873556744579,30.992196209587515,67.99078871617732,57.54893202306506,59.52818687836915
MicFunPred,indian,97,HZ,2204,2405,4339,2211,49.92072480181201,35.66132858837485,47.81948361900629,48.847517730496456,57.031879214083304
MicFunPred,indian,97,HV,3559,1750,3612,3575,49.88786094757499,32.637075718015666,67.03710679977397,57.20485413485493,58.64725800542476
MicFunPred,indian,97,HAZ,3844,1394,3642,3861,49.88968202465931,27.68069896743447,73.38678885070638,59.39890288186664,60.96368630859988
MicFunPred,indian,97,HT,3386,1892,3676,3409,49.83075791022811,33.979885057471265,64.15308829101932,56.09210635301913,58.018675408741835
MicFunPred,indian,97,HP,3221,2112,3611,3242,49.837536747640414,36.90372182421807,60.39752484530283,54.611732790776536,56.54488820697945
MicFunPred,indian,97,HCT,3375,1411,4142,3387,49.911268855368235,25.409688456690077,70.51817801922273,58.45167994457914,62.76606204719937
MicFunPred,indian,97,HDC,2888,1769,4061,2929,49.64758466563521,30.343053173241852,62.01417221387159,55.146075997708614,60.0557270225295
MicFunPred,indian,97,HAP,3633,1019,4210,3648,49.896992171405024,19.487473704341173,78.09544282029235,60.889968993547306,65.83570817522634
MicFunPred,indian,97,HL,3479,2003,3468,3495,49.88528821336392,36.61122281118626,63.462240058372856,55.86062941554271,56.6341790554682
MicFunPred,indian,97,HD,3183,1639,4024,3197,49.890282131661436,28.942256754370476,66.0099543757777,56.82913765399036,60.86815403320113
MicFunPred,indian,97,C4_M,3652,1657,3430,3700,49.67355821545158,32.57322586986436,68.78884912412883,57.6889661164205,58.44772049474324
MicFunPred,indian,97,HAV,3925,1291,3676,3941,49.89829646580219,25.99154419166499,75.24923312883436,60.00611527289406,61.75485156507361
MicFunPred,indian,97,HB,2526,2025,4353,2537,49.89136875370333,31.74976481655691,55.50428477257745,52.548366964842934,59.341402183095695
MicFunPred,indian,97,HBV,3164,1627,4143,3175,49.91323552610822,28.197573656845755,66.04049259027343,56.855345911949684,61.327160752638754
MicFunPred,indian,97,HBA,1793,2886,4304,1800,49.90258836626774,40.139082058414466,38.32015387903398,43.35106382978723,54.41564705747243
MicFunPred,indian,97,C9_M,3061,2174,3713,3075,49.885919165580184,36.928826227280446,58.47182425978987,53.83871251429074,56.58564695605875
MicFunPred,indian,97,HBI,3745,1097,4003,3760,49.900066622251835,21.509803921568626,77.34407269723255,60.66250911152507,64.45459463793742
MicFunPred,indian,97,HBD,3724,1505,3667,3741,49.8861352980576,29.098994586233566,71.2182061579652,58.67338900267843,60.359373057384325
MicFunPred,indian,97,C13_M,2617,2458,3881,2631,49.86661585365854,38.775832150181415,51.566502463054185,50.70231521844425,55.582084155360015
MicFunPred,indian,97,HAO,3794,1057,4002,3814,49.868559411146165,20.89345720498122,78.21067821067821,60.903764347058356,64.70666970922856
MicFunPred,indian,97,HG,3576,1123,4189,3591,49.895353704478865,21.14081325301205,76.10129814854224,60.27304904769932,64.97224290460531
MicFunPred,indian,97,HAG,3220,1928,3668,3256,49.72205064854849,34.45318084345961,62.54856254856255,55.402615278733656,57.761860708134535
MicFunPred,indian,97,HK,3432,1636,3813,3445,49.9054820415879,30.02385758854836,67.71902131018153,57.4633737965676,60.127077477906965
MicFunPred,indian,97,C5_M,2686,2140,4136,2695,49.916372421483,34.09815168897387,55.65685868213842,52.630547663368276,58.102181353951664
MicFunPred,indian,97,HAF,2577,2185,4181,2587,49.90317583268784,34.322965755576504,54.115917681646366,51.92423937134798,57.94596120488937
MicFunPred,indian,97,HBJ,3875,1000,3947,3900,49.839228295819936,20.214271275520517,79.48717948717949,61.26482213438736,64.89332849725355
MicFunPred,indian,97,C3_M,3596,1656,3546,3635,49.730327755497164,31.833910034602077,68.46915460776847,57.614355523511975,58.924731878456015
MicFunPred,indian,97,HAU,3306,1495,4077,3324,49.86425339366516,26.830581478822683,68.86065403041033,57.8427084244598,61.97390220774671
MicFunPred,indian,97,HAH,3358,1824,3790,3368,49.92566161165626,32.490203063769144,64.80123504438441,56.39905945582802,58.87449290637773
MicFunPred,indian,97,HAN,3466,1200,4108,3481,49.89203972937959,22.607385079125848,74.28204029147021,59.691724791182295,64.20650967004661
MicFunPred,indian,97,C19_M,3442,1273,4163,3455,49.905756125851816,23.41795437821928,73.00106044538707,59.28349982776438,63.82397469630865
MicFunPred,indian,97,HAI,2711,1938,4221,2721,49.9079528718704,31.46614710180224,58.31361583136159,53.78434679099296,59.55870938499799
MicFunPred,indian,97,HBB,2692,2147,4075,2704,49.88880652335063,34.50658952105432,55.63132878693945,52.6038104543234,57.871719858877604
MicFunPred,indian,97,HCV,2857,2260,3846,2868,49.903930131004365,37.01277432034065,55.833496189173346,52.702453421877884,56.558392419877116
MicFunPred,indian,97,HCU,3472,1275,4047,3483,49.92092020129403,23.95715896279594,73.14093111438802,59.34028371218595,63.44297551735338
MicFunPred,indian,97,HDD,3811,1365,3728,3828,49.888728891216125,26.801492244256824,73.62828438948995,59.47717518532969,61.483279304326764
MicFunPred,indian,97,HY,3644,1482,3788,3661,49.883641341546884,28.121442125237188,71.08856808427623,58.62762448716917,60.970515751092336
MicFunPred,indian,97,HBR,2555,2130,4249,2566,49.89259910173794,33.39081360714846,54.53575240128068,52.110952478074644,58.44175734517445
MicFunPred,indian,97,HDB,2359,2426,4167,2370,49.8836963417213,36.79660245715152,49.299895506792055,49.59007778011352,56.52236629401099
MicFunPred,indian,97,HAB,3288,1903,3675,3318,49.77293369663942,34.116170670491215,63.3403968406858,55.74298550478935,57.94647469661918
MicFunPred,indian,97,C15_M,2753,2174,3987,2767,49.8731884057971,35.28647946761889,55.87578648264664,52.70412558629271,57.45373570504852
MicFunPred,indian,97,HE,3207,2020,3728,3222,49.883341110592625,35.142658315935975,61.35450545245838,55.02745367192861,57.497396611121275
MicFunPred,indian,97,HBK,3710,1367,3722,3748,49.74524001072674,26.861858911377478,73.07465038408509,59.19425608296769,61.4503104664736
MicFunPred,indian,97,C14_M,2567,2480,3911,2580,49.87371284243248,38.80456892505085,50.861898157321185,50.36295860309986,55.55727784156308
MicFunPred,indian,97,HBL,3148,1754,3902,3176,49.778621125869705,31.011315417256014,64.21868625050999,56.08409050418671,59.67362682121431
MicFunPred,indian,97,HR,3267,1516,4087,3277,49.92359413202934,27.05693378547207,68.30441145724441,57.685177010682445,61.90206993285903
MicFunPred,indian,97,HAJ,2409,2088,4347,2418,49.90677439403356,32.44755244755245,53.569046030687126,51.67310167310168,58.91312611955642
MicFunPred,indian,97,HCI,3764,1239,3870,3779,49.90057006496089,24.25132119788608,75.23485908454927,60.00318826717679,62.91485404220927
MicFunPred,indian,97,HBF,3753,1193,3915,3769,49.89364530709918,23.355520751761944,75.87949858471492,60.20211742059673,63.41476230641264
MicFunPred,indian,97,HBH,3829,1082,3940,3845,49.89575188949701,21.545201115093587,77.9678273264101,60.85021851410409,64.2889875231922
MicFunPred,indian,97,HI,3951,1198,3497,3991,49.74817426340972,25.51650692225772,76.73334628083123,60.36208081888321,61.717367584860064
MicFunPred,indian,97,HCM,3423,1625,3807,3439,49.883415913727774,29.915316642120764,67.80903328050714,57.48110831234257,60.17418266288674
MicFunPred,indian,97,HW,3637,1780,3542,3651,49.903951701427005,33.446072904922964,67.14048366254384,57.25304998032271,58.191401291858604
MicFunPred,indian,97,HF,3304,1444,4129,3320,49.8792270531401,25.91064058855195,69.58719460825611,58.10763278227225,62.508726851718336
MicFunPred,indian,97,HN,3552,1611,3788,3566,49.90165776903625,29.838859047971845,68.79721092388147,57.84545232472926,60.15329678639001
MicFunPred,indian,97,HO,3529,1961,3468,3540,49.92219550148536,36.120832565850066,64.28051001821493,56.19874193805239,56.88340569403897
MicFunPred,indian,97,HBZ,2243,3012,3581,2284,49.5471614755909,45.68481723039587,42.68315889628925,45.85974238397056,51.87013869793149
MicFunPred,indian,97,C22_M,2499,2139,4275,2507,49.92009588493808,33.3489242282507,53.880983182406204,51.82496889257569,58.45774313941896
MicFunPred,indian,97,HAC,3638,1396,3860,3655,49.883449883449885,26.56012176560122,72.26857369884783,59.02490468078202,61.81625624396816
MicFunPred,indian,97,HA,3214,1797,3890,3223,49.93009165760448,31.598382275364866,64.13889443224905,56.14954577218728,59.41374638665735
PICRUSt2,indian,97,HU,3064,1730,5024,3096,49.74025974025974,25.61445069588392,63.913224864413856,55.94303450794231,62.89257302333993
PICRUSt2,indian,97,HCP,3503,1245,5020,3529,49.81513083048919,19.872306464485234,73.77843302443135,59.473684210526315,66.24937559514935
PICRUSt2,indian,97,C10_M,2610,2320,4946,2628,49.828178694158076,31.929534819708227,52.94117647058824,51.33752950432731,59.12176330791097
PICRUSt2,indian,97,HCY,3410,1408,4899,3428,49.86838256800234,22.324401458696684,70.77625570776256,58.51063829787235,64.80448428476875
PICRUSt2,indian,97,C6_M,3713,946,5035,3741,49.812181379125306,15.81675305132921,79.69521356514274,61.30603483860316,68.53379639059325
PICRUSt2,indian,97,C7_M,2885,1564,5360,2905,49.82728842832469,22.588099364529175,64.84603281636323,56.35315948823127,64.848908725181
PICRUSt2,indian,97,C2_M,3688,1147,4993,3711,49.844573591025814,18.680781758957654,76.27714581178904,60.290992316495014,66.82078797942393
PICRUSt2,indian,97,HAR,2182,2377,5324,2197,49.828728020095916,30.866121282950264,47.86137310813775,48.82524054598344,59.32491604482808
PICRUSt2,indian,97,HS,3687,1267,4799,3729,49.7168284789644,20.886910649521926,74.42470730722648,59.61196443007275,65.34907973241249
PICRUSt2,indian,97,HCO,2742,2288,4872,2759,49.845482639520085,31.955307262569832,54.512922465208746,52.074826702117555,59.17888293356099
PICRUSt2,indian,97,HJ,2089,2582,5220,2103,49.833015267175576,33.094078441425275,44.72275743952044,47.13979465192373,58.00250940390607
PICRUSt2,indian,97,HBC,2102,2766,4926,2115,49.84586198719469,35.9594383775351,43.17995069843879,46.274078150798026,56.5708019363519
PICRUSt2,indian,97,C16_M,3116,1710,5013,3137,49.83208060131137,25.435073627844712,64.56692913385827,56.25056413033667,63.038065793922996
PICRUSt2,indian,97,HCR,3531,1368,4852,3554,49.83768525052929,21.993569131832796,72.0759338640539,58.92857142857143,64.89830478594081
PICRUSt2,indian,97,HAD,3705,1148,4919,3731,49.82517482517482,18.92203725070051,76.34452915722234,60.29782732525022,66.60579059017186
PICRUSt2,indian,97,HCD,3713,1169,4948,3733,49.86569970453935,19.110675167565798,76.05489553461696,60.23685918234913,66.52646861744095
PICRUSt2,indian,97,HQ,3534,1338,4957,3556,49.84485190409027,21.2549642573471,72.53694581280789,59.08710917906705,65.38276868932418
PICRUSt2,indian,97,HAM,4024,955,4684,4060,49.77733795150915,16.935626884199326,80.8194416549508,61.609125009569006,67.19380133982673
PICRUSt2,indian,97,HCF,3306,1342,5130,3331,49.81166189543468,20.73547589616811,71.12736660929431,58.5910500664599,65.87924884063581
PICRUSt2,indian,97,HCJ,3492,1379,4854,3514,49.84299172138167,22.124177763516766,71.68959145965921,58.80272796160647,64.84814181013553
PICRUSt2,indian,97,HDE,3991,873,4894,4015,49.85011241568824,15.137853303277268,82.05180921052632,62.02020202020203,68.49251140737339
PICRUSt2,indian,97,HC,3243,1462,5128,3266,49.82332155477032,22.18512898330804,68.92667375132837,57.838416265382556,65.00896470506615
PICRUSt2,indian,97,HCN,3423,1119,5197,3452,49.78909090909091,17.716909436352122,75.36327608982828,59.96321275291233,67.7255737600257
