	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
K06188	251.392258434229	-3.19094513690824	0.131375011546404	-24.2888285934128	2.57273377010368e-130	1.03372442882766e-126
K03308	353.556419844444	1.73413215053772	0.0847227079381842	20.468327709768	4.12535117510117e-93	8.28783051077825e-90
K02824	175.300864408919	1.71169654026588	0.0963671425411241	17.7622423486867	1.38585693558507e-70	1.85612438906027e-67
K00012	724.885215091058	-1.28381516756014	0.0731294262739763	-17.5553841042097	5.40997799070698e-69	5.43432289166517e-66
K15533	32.2183522420535	5.66561359843445	0.347917167487641	16.2843749256372	1.27424470665287e-59	1.02398304626624e-56
K01844	11.4599142475307	6.87207223447814	0.422512645161996	16.2647729320463	1.75516564541947e-59	1.17537592721591e-56
K07010	204.450341648562	-1.44444343752498	0.0891628116261659	-16.2000660497463	5.03729421449382e-59	2.89140687911946e-56
K03828	9.57138732512222	6.4650968530274	0.404111307904441	15.9983072152888	1.31296708141887e-57	6.5943771664263e-55
K06987	428.329374305918	-2.91120048583624	0.183783529510358	-15.8403775005973	1.63834327344565e-56	7.31429252522738e-54
K10794	51.3207421052757	-2.93451633744276	0.186307712409428	-15.7509117550319	6.76981731471705e-56	2.72011259705331e-53
K06880	26.5100403027352	8.23401145120619	0.533405002990703	15.4366970782794	9.27288293367675e-54	3.38713123886484e-51
K04759	485.030908498622	0.645778481000012	0.0422154195824572	15.2972181109949	7.97951733418209e-53	2.6718083873953e-50
K01154	883.453794130926	-0.961033272994607	0.062858597185442	-15.2888119688612	9.07912890269094e-53	2.80614922546248e-50
K18011	23.5882321128149	6.3837190436224	0.422084044527738	15.1242841950233	1.12011973665855e-51	3.21474364421003e-49
K07054	81.8339071607349	-3.57596002193705	0.241087679526531	-14.8326120561608	9.01554242528114e-50	2.41496329765198e-47
K19157	466.893865585779	-1.41925644991769	0.0959898420315398	-14.7854858376718	1.81741159359548e-49	4.56397486441665e-47
K03388	73.6451518269759	2.25417176230207	0.153444383348782	14.6904807664305	7.4185580225083e-49	1.75339800790814e-46
K18012	12.1461924688553	6.21262835803899	0.426089144625487	14.5805835149816	3.73312170908217e-48	8.33315723727343e-46
K03655	1021.10912598496	-0.792745615725623	0.0552868744965965	-14.3387670752563	1.25261005029439e-46	2.64894062214887e-44
K03427	1193.87418597433	-0.880951212814185	0.0622910034120588	-14.1425111903663	2.07736959994575e-45	4.17343552629102e-43
K01153	799.201580594934	-0.83050090376251	0.0596334233616063	-13.9267688646097	4.35621437278623e-44	8.33489016659766e-42
K07129	13.7819222989788	5.18722634834251	0.382741450647019	13.5528209436777	7.62428064448074e-42	1.39247089225107e-39
K01155	119.98282384602	-1.61238568109465	0.124749907369632	-12.9249449165295	3.25529674884008e-38	5.68686188558236e-36
K00067	495.436410162477	-0.733632583263451	0.0567873376827932	-12.9189466032275	3.51926483131656e-38	5.89183587176247e-36
K18014	12.6491256819734	5.40094609003719	0.418454153927906	12.9069004079422	4.11535756089872e-38	6.61420267187642e-36
K00852	75.8289519727127	2.10375536712828	0.164050267678801	12.823845988763	1.20568353572921e-37	1.86324478713845e-35
K01846	10.410554216441	6.73397161754274	0.536105423406349	12.5609093352496	3.4632938434542e-36	5.15389431962926e-34
K07248	31.4353951480278	-5.15652898246604	0.411830947936045	-12.5209846620532	5.73196049886779e-36	8.22536331587529e-34
K07035	94.5253534259835	1.12480068074852	0.0901915262854384	12.4712456599165	1.07138024475524e-35	1.48441580118157e-33
K03790	54.0487947219263	2.1825311764064	0.176279026615178	12.3811165645413	3.30709571547416e-35	4.42930352825839e-33
K01790	570.979681293552	-0.736760306583847	0.0595632460273576	-12.3693780262656	3.82773880821338e-35	4.96124339722625e-33
K01953	375.018777749037	-0.683259032707972	0.0563276576158351	-12.1300807033007	7.31772858617844e-34	9.1883229560203e-32
K01679	90.6263418329675	1.31946981583082	0.109253420615681	12.0771487830326	1.39472593126489e-33	1.6981844823704e-31
K12995	32.5978667241841	-2.7172297935723	0.227567150074021	-11.9403428512791	7.29219877997191e-33	8.61766314644916e-31
K19271	42.1562074072045	3.91468403407221	0.329106801089002	11.8948743116784	1.25842331480618e-32	1.4446699653975e-30
K18828	128.077369439351	-2.37417757812271	0.20053690758644	-11.8391053631828	2.45052960421046e-32	2.73506331936601e-30
K03499	341.608465328103	0.82118954024784	0.0696293450830761	11.7937277633168	4.20507393241548e-32	4.56648298930957e-30
K00282	152.243437559411	-1.89401060246469	0.161287473730625	-11.7430731516571	7.66496465079982e-32	8.10469157024044e-30
K07130	5.07144802957051	5.52139465919516	0.472235167335473	11.6920446445124	1.39975606936751e-31	1.44210766326119e-29
K05341	39.1505709740694	-2.01956972657132	0.172892652648871	-11.6810616045835	1.59293524812339e-31	1.60010345673995e-29
K05568	4.36347935932465	5.48345969056802	0.470539517626585	11.6535582775847	2.20073654017697e-31	2.15672180937343e-29
K07118	136.154565134781	-2.96030974150068	0.255909053411019	-11.5678195126066	5.99878543087325e-31	5.73883806220208e-29
K09013	648.390270478132	-0.706200916714286	0.0611171679052314	-11.5548697840405	6.97531312370198e-31	6.47903144272151e-29
